study_id	cell_line	mouse_id	strain	trt	study_day	tumor_vol_mm3
36TCCC09CT	CT26	376-20	CC09 F1	isotype	20	1186.47
36TCCC09CT	CT26	376-20	CC09 F1	isotype	22	1541.44
36TCCC09CT	CT26	376-21	CC09 F1	anti-PD1	6	26.86
36TCCC09CT	CT26	376-21	CC09 F1	anti-PD1	8	51.17
36TCCC09CT	CT26	376-21	CC09 F1	anti-PD1	11	34.41
36TCCC09CT	CT26	376-21	CC09 F1	anti-PD1	13	38.4
36TCCC09CT	CT26	376-21	CC09 F1	anti-PD1	15	62.01
36TCCC09CT	CT26	376-21	CC09 F1	anti-PD1	18	59.07
36TCCC09CT	CT26	376-21	CC09 F1	anti-PD1	20	84.29
36TCCC09CT	CT26	376-21	CC09 F1	anti-PD1	22	93.74
36TCCC09CT	CT26	376-22	CC09 F1	isotype	6	29.09
36TCCC09CT	CT26	376-22	CC09 F1	isotype	8	73.1
36TCCC09CT	CT26	376-22	CC09 F1	isotype	11	102.63
36TCCC09CT	CT26	376-22	CC09 F1	isotype	13	149.39
36TCCC09CT	CT26	376-22	CC09 F1	isotype	15	225
36TCCC09CT	CT26	376-22	CC09 F1	isotype	18	406.62
36TCCC09CT	CT26	376-22	CC09 F1	isotype	20	688.21
36TCCC09CT	CT26	376-22	CC09 F1	isotype	22	1088.58
36TCCC09CT	CT26	376-23	CC09 F1	anti-PD1	6	43.94
36TCCC09CT	CT26	376-23	CC09 F1	anti-PD1	8	69.49
36TCCC09CT	CT26	376-23	CC09 F1	anti-PD1	11	70.28
36TCCC09CT	CT26	376-23	CC09 F1	anti-PD1	13	83.66
36TCCC09CT	CT26	376-23	CC09 F1	anti-PD1	15	108.36
36TCCC09CT	CT26	376-23	CC09 F1	anti-PD1	18	151.05
36TCCC09CT	CT26	376-23	CC09 F1	anti-PD1	20	163.38
36TCCC09CT	CT26	376-23	CC09 F1	anti-PD1	22	315.31
36TCCC09CT	CT26	376-24	CC09 F1	isotype	6	23.76
36TCCC09CT	CT26	376-24	CC09 F1	isotype	8	42.25
36TCCC09CT	CT26	376-24	CC09 F1	isotype	11	53.38
36TCCC09CT	CT26	376-24	CC09 F1	isotype	13	73.35
36TCCC09CT	CT26	376-24	CC09 F1	isotype	15	97.06
36TCCC09CT	CT26	376-24	CC09 F1	isotype	18	171.32
36TCCC09CT	CT26	376-24	CC09 F1	isotype	20	265.49
36TCCC09CT	CT26	376-24	CC09 F1	isotype	22	366.68
38TC09BAEM	EMT6	376-21	CC09 F1	anti-PD1	6	100.62
38TC09BAEM	EMT6	376-21	CC09 F1	anti-PD1	9	340.49
38TC09BAEM	EMT6	376-21	CC09 F1	anti-PD1	12	788.64
38TC09BAEM	EMT6	376-21	CC09 F1	anti-PD1	14	945.37
38TC09BAEM	EMT6	376-21	CC09 F1	anti-PD1	16	1152.01
38TC09BAEM	EMT6	376-21	CC09 F1	anti-PD1	19	1418.22
38TC09BAEM	EMT6	376-21	CC09 F1	anti-PD1	21	1793.83
38TC09BAEM	EMT6	376-21	CC09 F1	anti-PD1	23	2229.65
38TC09BAEM	EMT6	376-22	CC09 F1	anti-PD1	6	27.56
38TC09BAEM	EMT6	376-22	CC09 F1	anti-PD1	9	99.68
38TC09BAEM	EMT6	376-22	CC09 F1	anti-PD1	12	312.61
38TC09BAEM	EMT6	376-22	CC09 F1	anti-PD1	14	482.89
38TC09BAEM	EMT6	376-22	CC09 F1	anti-PD1	16	568.87
38TC09BAEM	EMT6	376-22	CC09 F1	anti-PD1	19	952.89
38TC09BAEM	EMT6	376-22	CC09 F1	anti-PD1	21	1467.79
38TC09BAEM	EMT6	376-22	CC09 F1	anti-PD1	23	2430.72
38TC09BAEM	EMT6	376-23	CC09 F1	anti-PD1	6	31.84
38TC09BAEM	EMT6	376-23	CC09 F1	anti-PD1	9	170.98
38TC09BAEM	EMT6	376-23	CC09 F1	anti-PD1	12	491.87
38TC09BAEM	EMT6	376-23	CC09 F1	anti-PD1	14	512.64
38TC09BAEM	EMT6	376-23	CC09 F1	anti-PD1	16	568.27
38TC09BAEM	EMT6	376-23	CC09 F1	anti-PD1	19	983.84
38TC09BAEM	EMT6	376-23	CC09 F1	anti-PD1	21	1348.94
38TC09BAEM	EMT6	376-23	CC09 F1	anti-PD1	23	1630.24
38TC09BAEM	EMT6	376-24	CC09 F1	isotype	6	83.29
38TC09BAEM	EMT6	376-24	CC09 F1	isotype	9	455.96
38TC09BAEM	EMT6	376-24	CC09 F1	isotype	12	1109.31
38TC09BAEM	EMT6	376-24	CC09 F1	isotype	14	1364.65
38TC09BAEM	EMT6	376-24	CC09 F1	isotype	16	1524.86
38TC09BAEM	EMT6	376-24	CC09 F1	isotype	19	2045.52
38TC09BAEM	EMT6	376-24	CC09 F1	isotype	21	2344.2
38TC09BAEM	EMT6	376-25	CC09 F1	anti-PD1	6	92.03
38TC09BAEM	EMT6	376-25	CC09 F1	anti-PD1	9	367.59
38TC09BAEM	EMT6	376-25	CC09 F1	anti-PD1	12	696.29
38TC09BAEM	EMT6	376-25	CC09 F1	anti-PD1	14	764.59
38TC09BAEM	EMT6	376-25	CC09 F1	anti-PD1	16	1001.57
38TC09BAEM	EMT6	376-25	CC09 F1	anti-PD1	19	1553.14
38TC09BAEM	EMT6	376-25	CC09 F1	anti-PD1	21	1896.74
38TC09BAEM	EMT6	376-25	CC09 F1	anti-PD1	23	2167.87
38TC09BAEM	EMT6	376-26	CC09 F1	anti-PD1	6	46.61
38TC09BAEM	EMT6	376-26	CC09 F1	anti-PD1	9	142.37
38TC09BAEM	EMT6	376-26	CC09 F1	anti-PD1	12	460.73
38TC09BAEM	EMT6	376-26	CC09 F1	anti-PD1	14	674.16
38TC09BAEM	EMT6	376-26	CC09 F1	anti-PD1	16	1055.66
38TC09BAEM	EMT6	376-26	CC09 F1	anti-PD1	19	1690.94
38TC09BAEM	EMT6	376-26	CC09 F1	anti-PD1	21	2158.39
38TC09BAEM	EMT6	376-26	CC09 F1	anti-PD1	23	2915.95
38TC09BAEM	EMT6	376-27	CC09 F1	isotype	6	46.45
38TC09BAEM	EMT6	376-27	CC09 F1	isotype	9	157.68
38TC09BAEM	EMT6	376-27	CC09 F1	isotype	12	459.97
38TC09BAEM	EMT6	376-27	CC09 F1	isotype	14	516.91
38TC09BAEM	EMT6	376-27	CC09 F1	isotype	16	689.21
38TC09BAEM	EMT6	376-27	CC09 F1	isotype	19	1022.07
38TC09BAEM	EMT6	376-27	CC09 F1	isotype	21	1238.04
38TC09BAEM	EMT6	376-27	CC09 F1	isotype	23	1524.19
38TC09BAEM	EMT6	376-28	CC09 F1	anti-PD1	6	48.41
38TC09BAEM	EMT6	376-28	CC09 F1	anti-PD1	9	215.79
38TC09BAEM	EMT6	376-28	CC09 F1	anti-PD1	12	545.81
38TC09BAEM	EMT6	376-28	CC09 F1	anti-PD1	14	695.84
38TC09BAEM	EMT6	376-28	CC09 F1	anti-PD1	16	861.77
38TC09BAEM	EMT6	376-28	CC09 F1	anti-PD1	19	1381.76
38TC09BAEM	EMT6	376-28	CC09 F1	anti-PD1	21	1943.53
38TC09BAEM	EMT6	376-28	CC09 F1	anti-PD1	23	2456.88
38TC09BAEM	EMT6	376-29	CC09 F1	isotype	6	0
38TC09BAEM	EMT6	376-29	CC09 F1	isotype	9	109.75
38TC09BAEM	EMT6	376-29	CC09 F1	isotype	12	485.87
38TC09BAEM	EMT6	376-29	CC09 F1	isotype	14	799.35
38TC09BAEM	EMT6	376-29	CC09 F1	isotype	16	1268.14
38TC09BAEM	EMT6	376-29	CC09 F1	isotype	19	2037.27
38TC09BAEM	EMT6	376-29	CC09 F1	isotype	21	2612.08
38TC09BAEM	EMT6	376-30	CC09 F1	isotype	6	102.8
38TC09BAEM	EMT6	376-30	CC09 F1	isotype	9	332.42
38TC09BAEM	EMT6	376-30	CC09 F1	isotype	12	695.18
38TC09BAEM	EMT6	376-30	CC09 F1	isotype	14	951.04
38TC09BAEM	EMT6	376-30	CC09 F1	isotype	16	1174.41
38TC09BAEM	EMT6	376-30	CC09 F1	isotype	19	1417.56
38TC09BAEM	EMT6	376-30	CC09 F1	isotype	21	1711.68
38TC09BAEM	EMT6	376-30	CC09 F1	isotype	23	1972.58
38TC09BAEM	EMT6	376-31	CC09 F1	isotype	6	41.19
38TC09BAEM	EMT6	376-31	CC09 F1	isotype	9	232.93
38TC09BAEM	EMT6	376-31	CC09 F1	isotype	12	845.45
38TC09BAEM	EMT6	376-31	CC09 F1	isotype	14	890.03
38TC09BAEM	EMT6	376-31	CC09 F1	isotype	16	1089.83
38TC09BAEM	EMT6	376-31	CC09 F1	isotype	19	1516.71
38TC09BAEM	EMT6	376-31	CC09 F1	isotype	21	2047.55
38TC09BAEM	EMT6	376-31	CC09 F1	isotype	23	2463.11
38TC09BAEM	EMT6	376-32	CC09 F1	anti-PD1	6	107.57
38TC09BAEM	EMT6	376-32	CC09 F1	anti-PD1	9	330.86
38TC09BAEM	EMT6	376-32	CC09 F1	anti-PD1	12	792.85
38TC09BAEM	EMT6	376-32	CC09 F1	anti-PD1	14	1020.89
38TC09BAEM	EMT6	376-32	CC09 F1	anti-PD1	16	1185.6
38TC09BAEM	EMT6	376-32	CC09 F1	anti-PD1	19	1718.54
38TC09BAEM	EMT6	376-32	CC09 F1	anti-PD1	21	2304.76
38TC09BAEM	EMT6	376-32	CC09 F1	anti-PD1	23	2710.56
38TC09BAEM	EMT6	376-33	CC09 F1	isotype	6	69.02
38TC09BAEM	EMT6	376-33	CC09 F1	isotype	9	276.34
38TC09BAEM	EMT6	376-33	CC09 F1	isotype	12	572.59
38TC09BAEM	EMT6	376-33	CC09 F1	isotype	14	694.36
38TC09BAEM	EMT6	376-33	CC09 F1	isotype	16	831.14
38TC09BAEM	EMT6	376-33	CC09 F1	isotype	19	1101.71
38TC09BAEM	EMT6	376-33	CC09 F1	isotype	21	1802.04
38TC09BAEM	EMT6	376-33	CC09 F1	isotype	23	2407.31
38TC09BAEM	EMT6	376-34	CC09 F1	anti-PD1	6	81.15
38TC09BAEM	EMT6	376-34	CC09 F1	anti-PD1	9	206.61
38TC09BAEM	EMT6	376-34	CC09 F1	anti-PD1	12	811
38TC09BAEM	EMT6	376-34	CC09 F1	anti-PD1	14	957.55
38TC09BAEM	EMT6	376-34	CC09 F1	anti-PD1	16	1173.06
38TC09BAEM	EMT6	376-34	CC09 F1	anti-PD1	19	1571.9
38TC09BAEM	EMT6	376-34	CC09 F1	anti-PD1	21	2223.28
38TC09BAEM	EMT6	376-34	CC09 F1	anti-PD1	23	2350.58
38TC09BAEM	EMT6	376-35	CC09 F1	anti-PD1	6	80.43
38TC09BAEM	EMT6	376-35	CC09 F1	anti-PD1	9	166.49
38TC09BAEM	EMT6	376-35	CC09 F1	anti-PD1	12	354.89
38TC09BAEM	EMT6	376-35	CC09 F1	anti-PD1	14	641.22
38TC09BAEM	EMT6	376-35	CC09 F1	anti-PD1	16	812.25
38TC09BAEM	EMT6	376-35	CC09 F1	anti-PD1	19	1370.67
38TC09BAEM	EMT6	376-35	CC09 F1	anti-PD1	21	2102.03
38TC09BAEM	EMT6	376-35	CC09 F1	anti-PD1	23	2441.92
38TC09BAEM	EMT6	376-36	CC09 F1	anti-PD1	6	111.5
38TC09BAEM	EMT6	376-36	CC09 F1	anti-PD1	9	290.34
38TC09BAEM	EMT6	376-36	CC09 F1	anti-PD1	12	634.55
38TC09BAEM	EMT6	376-36	CC09 F1	anti-PD1	14	755.16
38TC09BAEM	EMT6	376-36	CC09 F1	anti-PD1	16	1037.36
38TC09BAEM	EMT6	376-36	CC09 F1	anti-PD1	19	1453.52
38TC09BAEM	EMT6	376-36	CC09 F1	anti-PD1	21	1871.81
38TC09BAEM	EMT6	376-36	CC09 F1	anti-PD1	23	2134.98
38TC09BAEM	EMT6	376-37	CC09 F1	isotype	6	91.35
38TC09BAEM	EMT6	376-37	CC09 F1	isotype	9	216.02
38TC09BAEM	EMT6	376-37	CC09 F1	isotype	12	702.76
38TC09BAEM	EMT6	376-37	CC09 F1	isotype	14	890.4
38TC09BAEM	EMT6	376-37	CC09 F1	isotype	16	998.86
38TC09BAEM	EMT6	376-37	CC09 F1	isotype	19	1427.46
38TC09BAEM	EMT6	376-37	CC09 F1	isotype	21	1796.85
38TC09BAEM	EMT6	376-37	CC09 F1	isotype	23	2451.85
38TC09BAEM	EMT6	376-38	CC09 F1	isotype	6	133.89
38TC09BAEM	EMT6	376-38	CC09 F1	isotype	9	545.43
38TC09BAEM	EMT6	376-38	CC09 F1	isotype	12	1021.89
38TC09BAEM	EMT6	376-38	CC09 F1	isotype	14	1349.04
38TC09BAEM	EMT6	376-38	CC09 F1	isotype	16	1433.44
38TC09BAEM	EMT6	376-38	CC09 F1	isotype	19	1992.72
38TC09BAEM	EMT6	376-38	CC09 F1	isotype	21	2476.51
38TC09BAEM	EMT6	376-38	CC09 F1	isotype	23	3017.21
38TC09BAEM	EMT6	376-39	CC09 F1	isotype	6	101.39
38TC09BAEM	EMT6	376-39	CC09 F1	isotype	9	293.89
38TC09BAEM	EMT6	376-39	CC09 F1	isotype	12	653.45
38TC09BAEM	EMT6	376-39	CC09 F1	isotype	14	870.76
38TC09BAEM	EMT6	376-39	CC09 F1	isotype	16	1197.22
38TC09BAEM	EMT6	376-39	CC09 F1	isotype	19	1515.55
38TC09BAEM	EMT6	376-39	CC09 F1	isotype	21	2097.53
38TC09BAEM	EMT6	376-39	CC09 F1	isotype	23	2914.48
38TC09BAEM	EMT6	376-40	CC09 F1	isotype	6	73.39
38TC09BAEM	EMT6	376-40	CC09 F1	isotype	9	222.46
38TC09BAEM	EMT6	376-40	CC09 F1	isotype	12	884.88
38TC09BAEM	EMT6	376-40	CC09 F1	isotype	14	892.1
38TC09BAEM	EMT6	376-40	CC09 F1	isotype	16	968.51
38TC09BAEM	EMT6	376-40	CC09 F1	isotype	19	1476.06
38TC09BAEM	EMT6	376-40	CC09 F1	isotype	21	1865.3
38TC09BAEM	EMT6	376-40	CC09 F1	isotype	23	2239.87
38TC09BAEM	EMT6	651-01	BALB/cJ	isotype	6	99.78
38TC09BAEM	EMT6	651-01	BALB/cJ	isotype	9	259.44
38TC09BAEM	EMT6	651-01	BALB/cJ	isotype	12	671
38TC09BAEM	EMT6	651-01	BALB/cJ	isotype	14	725.79
38TC09BAEM	EMT6	651-01	BALB/cJ	isotype	16	954.42
38TC09BAEM	EMT6	651-01	BALB/cJ	isotype	19	1310.55
38TC09BAEM	EMT6	651-01	BALB/cJ	isotype	21	1701.42
38TC09BAEM	EMT6	651-01	BALB/cJ	isotype	23	1733.87
38TC09BAEM	EMT6	651-02	BALB/cJ	anti-PD1	6	56.21
38TC09BAEM	EMT6	651-02	BALB/cJ	anti-PD1	9	188.26
38TC09BAEM	EMT6	651-02	BALB/cJ	anti-PD1	12	430.83
38TC09BAEM	EMT6	651-02	BALB/cJ	anti-PD1	14	482.9
38TC09BAEM	EMT6	651-02	BALB/cJ	anti-PD1	16	534.69
38TC09BAEM	EMT6	651-02	BALB/cJ	anti-PD1	19	791.65
38TC09BAEM	EMT6	651-02	BALB/cJ	anti-PD1	21	1275.08
38TC09BAEM	EMT6	651-02	BALB/cJ	anti-PD1	23	1416
38TC09BAEM	EMT6	651-03	BALB/cJ	anti-PD1	6	56.57
38TC09BAEM	EMT6	651-03	BALB/cJ	anti-PD1	9	126.87
38TC09BAEM	EMT6	651-03	BALB/cJ	anti-PD1	12	218.46
38TC09BAEM	EMT6	651-03	BALB/cJ	anti-PD1	14	337.41
38TC09BAEM	EMT6	651-03	BALB/cJ	anti-PD1	16	611.5
38TC09BAEM	EMT6	651-03	BALB/cJ	anti-PD1	19	943.97
38TC09BAEM	EMT6	651-03	BALB/cJ	anti-PD1	21	1153.02
38TC09BAEM	EMT6	651-03	BALB/cJ	anti-PD1	23	1489.18
38TC09BAEM	EMT6	651-04	BALB/cJ	isotype	6	32.22
38TC09BAEM	EMT6	651-04	BALB/cJ	isotype	9	88.39
38TC09BAEM	EMT6	651-04	BALB/cJ	isotype	12	552.71
38TC09BAEM	EMT6	651-04	BALB/cJ	isotype	14	571.4
38TC09BAEM	EMT6	651-04	BALB/cJ	isotype	16	652.06
38TC09BAEM	EMT6	651-04	BALB/cJ	isotype	19	924.88
38TC09BAEM	EMT6	651-04	BALB/cJ	isotype	21	1130.66
38TC09BAEM	EMT6	651-04	BALB/cJ	isotype	23	1314.33
38TC09BAEM	EMT6	651-05	BALB/cJ	isotype	6	56.06
38TC09BAEM	EMT6	651-05	BALB/cJ	isotype	9	289.91
38TC09BAEM	EMT6	651-05	BALB/cJ	isotype	12	533.02
38TC09BAEM	EMT6	651-05	BALB/cJ	isotype	14	592.23
38TC09BAEM	EMT6	651-05	BALB/cJ	isotype	16	657.77
38TC09BAEM	EMT6	651-05	BALB/cJ	isotype	19	996.49
38TC09BAEM	EMT6	651-05	BALB/cJ	isotype	21	1517.88
38TC09BAEM	EMT6	651-05	BALB/cJ	isotype	23	1573.98
38TC09BAEM	EMT6	651-06	BALB/cJ	anti-PD1	6	75.6
38TC09BAEM	EMT6	651-06	BALB/cJ	anti-PD1	9	210.28
38TC09BAEM	EMT6	651-06	BALB/cJ	anti-PD1	12	275.27
38TC09BAEM	EMT6	651-06	BALB/cJ	anti-PD1	14	296.53
38TC09BAEM	EMT6	651-06	BALB/cJ	anti-PD1	16	356.48
38TC09BAEM	EMT6	651-06	BALB/cJ	anti-PD1	19	486.16
38TC09BAEM	EMT6	651-06	BALB/cJ	anti-PD1	21	740.71
38TC09BAEM	EMT6	651-06	BALB/cJ	anti-PD1	23	831.48
38TC09BAEM	EMT6	651-07	BALB/cJ	anti-PD1	6	69.62
38TC09BAEM	EMT6	651-07	BALB/cJ	anti-PD1	9	221.53
38TC09BAEM	EMT6	651-07	BALB/cJ	anti-PD1	12	469.65
38TC09BAEM	EMT6	651-07	BALB/cJ	anti-PD1	14	528.67
38TC09BAEM	EMT6	651-07	BALB/cJ	anti-PD1	16	623.47
38TC09BAEM	EMT6	651-07	BALB/cJ	anti-PD1	19	881.2
38TC09BAEM	EMT6	651-07	BALB/cJ	anti-PD1	21	1257.66
38TC09BAEM	EMT6	651-07	BALB/cJ	anti-PD1	23	1293.56
38TC09BAEM	EMT6	651-08	BALB/cJ	isotype	6	46.75
38TC09BAEM	EMT6	651-08	BALB/cJ	isotype	9	128.44
38TC09BAEM	EMT6	651-08	BALB/cJ	isotype	12	290.91
38TC09BAEM	EMT6	651-08	BALB/cJ	isotype	14	320.35
38TC09BAEM	EMT6	651-08	BALB/cJ	isotype	16	417.57
38TC09BAEM	EMT6	651-08	BALB/cJ	isotype	19	688.95
38TC09BAEM	EMT6	651-08	BALB/cJ	isotype	21	978.27
38TC09BAEM	EMT6	651-08	BALB/cJ	isotype	23	1165.5
38TC09BAEM	EMT6	651-09	BALB/cJ	anti-PD1	6	46.16
38TC09BAEM	EMT6	651-09	BALB/cJ	anti-PD1	9	201.17
38TC09BAEM	EMT6	651-09	BALB/cJ	anti-PD1	12	439.1
38TC09BAEM	EMT6	651-09	BALB/cJ	anti-PD1	14	440.07
38TC09BAEM	EMT6	651-09	BALB/cJ	anti-PD1	16	518.15
38TC09BAEM	EMT6	651-09	BALB/cJ	anti-PD1	19	669.07
38TC09BAEM	EMT6	651-09	BALB/cJ	anti-PD1	21	964.83
38TC09BAEM	EMT6	651-09	BALB/cJ	anti-PD1	23	1128.68
38TC09BAEM	EMT6	651-10	BALB/cJ	isotype	6	40
38TC09BAEM	EMT6	651-10	BALB/cJ	isotype	9	110.66
38TC09BAEM	EMT6	651-10	BALB/cJ	isotype	12	380.03
38TC09BAEM	EMT6	651-10	BALB/cJ	isotype	14	366.73
38TC09BAEM	EMT6	651-10	BALB/cJ	isotype	16	484.78
38TC09BAEM	EMT6	651-10	BALB/cJ	isotype	19	735.79
38TC09BAEM	EMT6	651-10	BALB/cJ	isotype	21	892.93
38TC09BAEM	EMT6	651-10	BALB/cJ	isotype	23	981.11
38TC09BAEM	EMT6	651-11	BALB/cJ	isotype	6	76.12
38TC09BAEM	EMT6	651-11	BALB/cJ	isotype	9	158.8
38TC09BAEM	EMT6	651-11	BALB/cJ	isotype	12	295.48
38TC09BAEM	EMT6	651-11	BALB/cJ	isotype	14	343.47
38TC09BAEM	EMT6	651-11	BALB/cJ	isotype	16	412.64
38TC09BAEM	EMT6	651-11	BALB/cJ	isotype	19	687.83
38TC09BAEM	EMT6	651-11	BALB/cJ	isotype	21	1161.88
38TC09BAEM	EMT6	651-11	BALB/cJ	isotype	23	1357.4
38TC09BAEM	EMT6	651-12	BALB/cJ	anti-PD1	6	86.84
38TC09BAEM	EMT6	651-12	BALB/cJ	anti-PD1	9	249.77
38TC09BAEM	EMT6	651-12	BALB/cJ	anti-PD1	12	607.53
38TC09BAEM	EMT6	651-12	BALB/cJ	anti-PD1	14	755.23
38TC09BAEM	EMT6	651-12	BALB/cJ	anti-PD1	16	876.55
38TC09BAEM	EMT6	651-12	BALB/cJ	anti-PD1	19	962.57
38TC09BAEM	EMT6	651-12	BALB/cJ	anti-PD1	21	1353.63
38TC09BAEM	EMT6	651-12	BALB/cJ	anti-PD1	23	1490.56
38TC09BAEM	EMT6	651-13	BALB/cJ	isotype	6	60.42
38TC09BAEM	EMT6	651-13	BALB/cJ	isotype	9	133.6
38TC09BAEM	EMT6	651-13	BALB/cJ	isotype	12	390.73
38TC09BAEM	EMT6	651-13	BALB/cJ	isotype	14	436.61
38TC09BAEM	EMT6	651-13	BALB/cJ	isotype	16	551.11
38TC09BAEM	EMT6	651-13	BALB/cJ	isotype	19	886.73
38TC09BAEM	EMT6	651-13	BALB/cJ	isotype	21	1266.72
38TC09BAEM	EMT6	651-13	BALB/cJ	isotype	23	1414.54
38TC09BAEM	EMT6	651-14	BALB/cJ	anti-PD1	6	92.88
38TC09BAEM	EMT6	651-14	BALB/cJ	anti-PD1	9	274.39
38TC09BAEM	EMT6	651-14	BALB/cJ	anti-PD1	12	520.49
38TC09BAEM	EMT6	651-14	BALB/cJ	anti-PD1	14	645
38TC09BAEM	EMT6	651-14	BALB/cJ	anti-PD1	16	770.98
38TC09BAEM	EMT6	651-14	BALB/cJ	anti-PD1	19	1085.94
38TC09BAEM	EMT6	651-14	BALB/cJ	anti-PD1	21	1299.14
38TC09BAEM	EMT6	651-14	BALB/cJ	anti-PD1	23	1333.55
38TC09BAEM	EMT6	651-15	BALB/cJ	anti-PD1	6	39.69
38TC09BAEM	EMT6	651-15	BALB/cJ	anti-PD1	9	188.64
38TC09BAEM	EMT6	651-15	BALB/cJ	anti-PD1	12	396.42
38TC09BAEM	EMT6	651-15	BALB/cJ	anti-PD1	14	409.4
38TC09BAEM	EMT6	651-15	BALB/cJ	anti-PD1	16	562.33
38TC09BAEM	EMT6	651-15	BALB/cJ	anti-PD1	19	851.2
38TC09BAEM	EMT6	651-15	BALB/cJ	anti-PD1	21	972.32
38TC09BAEM	EMT6	651-15	BALB/cJ	anti-PD1	23	1140.98
38TC09BAEM	EMT6	651-16	BALB/cJ	anti-PD1	6	46.18
38TC09BAEM	EMT6	651-16	BALB/cJ	anti-PD1	9	137.09
38TC09BAEM	EMT6	651-16	BALB/cJ	anti-PD1	12	275.29
38TC09BAEM	EMT6	651-16	BALB/cJ	anti-PD1	14	344.24
38TC09BAEM	EMT6	651-16	BALB/cJ	anti-PD1	16	476.13
38TC09BAEM	EMT6	651-16	BALB/cJ	anti-PD1	19	796.1
38TC09BAEM	EMT6	651-16	BALB/cJ	anti-PD1	21	1090.08
38TC09BAEM	EMT6	651-16	BALB/cJ	anti-PD1	23	1341.07
38TC09BAEM	EMT6	651-17	BALB/cJ	isotype	6	61
38TC09BAEM	EMT6	651-17	BALB/cJ	isotype	9	254.65
38TC09BAEM	EMT6	651-17	BALB/cJ	isotype	12	493.47
38TC09BAEM	EMT6	651-17	BALB/cJ	isotype	14	496.86
38TC09BAEM	EMT6	651-17	BALB/cJ	isotype	16	739.36
38TC09BAEM	EMT6	651-17	BALB/cJ	isotype	19	918.49
38TC09BAEM	EMT6	651-17	BALB/cJ	isotype	21	1044.45
38TC09BAEM	EMT6	651-17	BALB/cJ	isotype	23	1166.45
38TC09BAEM	EMT6	651-18	BALB/cJ	isotype	6	79
38TC09BAEM	EMT6	651-18	BALB/cJ	isotype	9	411.14
38TC09BAEM	EMT6	651-18	BALB/cJ	isotype	12	877.6
38TC09BAEM	EMT6	651-18	BALB/cJ	isotype	14	1008.02
38TC09BAEM	EMT6	651-18	BALB/cJ	isotype	16	1105.33
38TC09BAEM	EMT6	651-18	BALB/cJ	isotype	19	1362.63
38TC09BAEM	EMT6	651-18	BALB/cJ	isotype	21	1651.69
38TC09BAEM	EMT6	651-18	BALB/cJ	isotype	23	2067.48
38TC09BAEM	EMT6	651-19	BALB/cJ	anti-PD1	6	38.63
38TC09BAEM	EMT6	651-19	BALB/cJ	anti-PD1	9	413.52
38TC09BAEM	EMT6	651-19	BALB/cJ	anti-PD1	12	907.58
38TC09BAEM	EMT6	651-19	BALB/cJ	anti-PD1	14	1091.67
38TC09BAEM	EMT6	651-19	BALB/cJ	anti-PD1	16	1192.05
38TC09BAEM	EMT6	651-19	BALB/cJ	anti-PD1	19	1389.96
38TC09BAEM	EMT6	651-19	BALB/cJ	anti-PD1	21	1545.31
38TC09BAEM	EMT6	651-19	BALB/cJ	anti-PD1	23	2030.17
38TC09BAEM	EMT6	651-20	BALB/cJ	isotype	6	45.67
38TC09BAEM	EMT6	651-20	BALB/cJ	isotype	9	190.89
38TC09BAEM	EMT6	651-20	BALB/cJ	isotype	12	386.63
38TC09BAEM	EMT6	651-20	BALB/cJ	isotype	14	461.97
38TC09BAEM	EMT6	651-20	BALB/cJ	isotype	16	742.32
38TC09BAEM	EMT6	651-20	BALB/cJ	isotype	19	1194.34
38TC09BAEM	EMT6	651-20	BALB/cJ	isotype	21	1341.78
38TC09BAEM	EMT6	651-20	BALB/cJ	isotype	23	1467.02
39TB2705MC	MC38	601-01	CC27 F1	isotype	6	0
39TB2705MC	MC38	601-01	CC27 F1	isotype	9	51.01
39TB2705MC	MC38	601-01	CC27 F1	isotype	12	55.64
39TB2705MC	MC38	601-01	CC27 F1	isotype	14	55.7
39TB2705MC	MC38	601-01	CC27 F1	isotype	16	94.1
39TB2705MC	MC38	601-01	CC27 F1	isotype	19	267.39
39TB2705MC	MC38	601-01	CC27 F1	isotype	21	304.73
39TB2705MC	MC38	601-02	CC27 F1	isotype	6	0
39TB2705MC	MC38	601-02	CC27 F1	isotype	9	62.78
39TB2705MC	MC38	601-02	CC27 F1	isotype	12	215.67
39TB2705MC	MC38	601-02	CC27 F1	isotype	14	401.99
39TB2705MC	MC38	601-02	CC27 F1	isotype	16	521.79
39TB2705MC	MC38	601-02	CC27 F1	isotype	19	692.21
39TB2705MC	MC38	601-02	CC27 F1	isotype	21	1150.01
39TB2705MC	MC38	601-02	CC27 F1	isotype	23	2059.93
39TB2705MC	MC38	601-03	CC27 F1	anti-PD1	6	0
39TB2705MC	MC38	601-03	CC27 F1	anti-PD1	9	50.45
39TB2705MC	MC38	601-03	CC27 F1	anti-PD1	12	15.32
39TB2705MC	MC38	601-03	CC27 F1	anti-PD1	14	0
39TB2705MC	MC38	601-03	CC27 F1	anti-PD1	16	0
39TB2705MC	MC38	601-03	CC27 F1	anti-PD1	19	0
39TB2705MC	MC38	601-03	CC27 F1	anti-PD1	21	0
39TB2705MC	MC38	601-03	CC27 F1	anti-PD1	23	0
39TB2705MC	MC38	601-04	CC27 F1	isotype	6	54.2
39TB2705MC	MC38	601-04	CC27 F1	isotype	9	141.95
39TB2705MC	MC38	601-04	CC27 F1	isotype	12	420.2
